@relation fire.detection

@attribute Red numeric
@attribute Green numeric
@attribute Blue numeric
@attribute Hue numeric
@attribute Saturation numeric
@attribute Brightness numeric
@attribute Class {TRUE, FALSE}

@data
%Estoy en: /projects/examen/src/../src/no/100127121532_1_900x600.jpg
1388.779419,1264.968140,1346.528809,9.660178,1.175395,5.496329,FALSE
1378.407471,1179.884399,1153.808716,3.645391,2.187280,5.430209,FALSE
1820.678711,1404.949951,1315.556274,4.865014,3.079139,7.139721,FALSE
1670.614380,1347.387451,1346.077515,7.538673,2.376032,6.551834,FALSE
1563.805054,1239.996216,1268.062500,8.865337,2.474357,6.132886,FALSE
1516.898071,1108.310059,1153.198120,8.646867,3.173112,5.962696,FALSE
1413.718140,1030.412476,1052.330566,7.563328,3.147275,5.544560,FALSE
2426.731201,1503.046875,824.891846,0.934896,7.481362,9.517041,FALSE
2304.691162,1454.661865,987.911255,1.070001,6.186246,9.038915,FALSE
2169.718018,1311.419434,862.914368,0.774584,6.644279,8.508773,FALSE
1671.883179,1071.555664,861.451904,1.254335,5.169678,6.555718,FALSE
1443.490601,960.476257,842.378723,1.690501,4.417395,5.661235,FALSE
959.881226,921.519348,659.238770,1.738125,3.850123,3.786055,FALSE
1007.748779,954.774353,693.359985,1.648180,3.864848,3.968003,FALSE
978.414368,918.141846,710.131897,1.525748,3.408906,3.846710,FALSE
983.620605,927.018127,709.860596,1.555488,3.439898,3.860263,FALSE
1059.286255,986.283142,781.085022,1.455191,3.223039,4.163664,FALSE
%Estoy en: /projects/examen/src/../src/si/forest-fire-2268729_1280-1497556360-1164.jpg
2692.003174,2529.896973,2433.111328,0.635408,2.054616,10.563854,FALSE
2610.628174,2521.113037,2465.358154,0.668806,1.547581,10.243002,FALSE
2500.198242,2462.088867,2438.989258,0.620327,1.122149,9.809519,FALSE
2537.604980,2491.635010,2453.664307,0.635186,1.165878,9.956553,FALSE
2472.243652,2447.176758,2422.568115,0.789198,1.347627,9.698995,FALSE
1774.275024,807.390625,255.427505,0.710502,9.749792,6.957999,FALSE
1652.599365,996.265625,664.772522,0.676968,6.988128,6.480857,FALSE
1845.476196,1388.014404,1007.738098,0.883888,5.334563,7.237207,FALSE
1155.178711,864.505615,654.770020,0.669420,4.817348,4.530107,FALSE
400.101868,281.599365,214.833130,0.800810,5.835447,1.569202,FALSE
1948.081909,872.708740,354.155640,0.630368,9.599219,7.639554,FALSE
2465.951172,1426.015015,826.684387,0.747857,7.904609,9.670928,FALSE
2453.093018,1798.989380,1066.889404,1.016423,6.781793,9.620178,FALSE
1808.533691,1220.680054,804.308105,0.786192,6.339280,7.092464,FALSE
1163.078735,680.468750,333.480011,0.844012,7.597621,4.561187,FALSE
709.295654,359.290619,140.976868,1.016680,9.849499,2.785887,FALSE
946.553772,588.991272,238.581879,1.038626,8.692850,3.713200,FALSE
714.993774,517.103149,281.133118,1.180380,7.195363,2.804886,FALSE
685.996277,437.795624,209.539993,1.050708,8.084410,2.691131,FALSE
481.240631,253.271881,102.943123,1.377945,9.018200,1.890613,FALSE
2376.666992,2365.308838,2357.358643,0.501671,2.077839,9.320856,FALSE
2411.940674,2390.905029,2370.303711,0.401371,2.051766,9.459931,FALSE
2417.500000,2395.169922,2374.733154,0.410063,1.941356,9.482006,FALSE
2388.643799,2373.168701,2363.002441,0.397602,2.142857,9.368360,FALSE
2363.915527,2359.525635,2356.601318,0.392271,1.676511,9.272223,FALSE
%Estoy en: /projects/examen/src/../src/si/fire_match_shutterstock_45205633-1500700044-1614.jpg
846.700012,846.700012,846.700012,0.000000,0.000000,3.320451,FALSE
846.700012,846.700012,846.700012,0.000000,0.000000,3.320451,FALSE
846.700012,846.700012,846.700012,0.000000,0.000000,3.320451,FALSE
1252.467529,1040.403076,858.232483,0.599927,3.152535,4.912783,FALSE
846.700012,846.700012,846.700012,0.000000,0.000000,3.320451,FALSE
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,FALSE
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,FALSE
57.143749,29.373125,7.563125,0.257780,1.015529,0.224267,FALSE
1111.234375,880.796265,406.468140,2.325639,6.949372,4.362116,FALSE
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,FALSE
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,FALSE
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,FALSE
757.620605,476.711243,67.661873,0.531007,4.918368,2.971303,FALSE
2003.874390,1518.126831,543.431885,1.205412,6.738519,7.861322,FALSE
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,FALSE
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,FALSE
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,FALSE
1008.903137,656.188721,325.353760,1.512424,5.443958,3.958921,FALSE
480.629364,406.617493,165.397507,0.547263,2.030045,1.885162,FALSE
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,FALSE
846.700012,846.700012,846.700012,0.000000,0.000000,3.320432,FALSE
982.401855,961.808105,952.099365,0.165425,0.517449,3.853244,FALSE
941.955017,919.375610,913.869995,0.491864,1.366970,3.694421,FALSE
846.700012,846.700012,846.700012,0.000000,0.000000,3.320432,FALSE
846.700012,846.700012,846.700012,0.000000,0.000000,3.320432,FALSE
%Estoy en: /projects/examen/src/../src/si/forestfire_2.jpg
2238.523193,2652.761963,2972.501953,6.861670,2.964098,11.657292,FALSE
2135.588135,2464.729980,2699.530029,6.661340,2.384096,10.596772,FALSE
1586.382446,1688.667480,1750.899414,6.532939,1.112933,6.878681,FALSE
1404.548096,1443.739990,1425.669434,4.794359,0.944433,5.797985,FALSE
1371.623169,1379.436890,1294.878174,2.609500,0.875758,5.468790,FALSE
2428.808105,2598.441162,2609.278076,4.848433,1.187782,10.449723,FALSE
1733.830566,1719.849976,1675.786255,3.551997,0.667353,6.898970,FALSE
1563.637451,1477.671265,1410.121826,2.194181,1.250668,6.173402,FALSE
1422.572510,1401.908081,1320.843750,2.048062,0.998374,5.630882,FALSE
1656.514404,1621.073120,1452.530640,1.911138,1.497414,6.536130,FALSE
1838.859985,1756.581909,1721.963745,3.417984,1.642216,7.524220,FALSE
2036.169434,1784.098755,1606.529419,1.234666,2.496079,8.006634,FALSE
1963.220581,1503.143799,1337.775024,0.780252,3.603436,7.698759,FALSE
1992.089355,1510.403809,1210.618774,0.812179,4.122602,7.812222,FALSE
1679.440674,1532.135620,1332.599365,1.308061,2.376784,6.586685,FALSE
1455.279419,1248.341919,951.503723,1.287380,4.008818,5.707465,FALSE
1740.661255,1312.368164,869.655640,1.144589,5.685977,6.827146,FALSE
1828.560059,1460.760620,998.023743,1.192684,5.125472,7.171376,FALSE
1920.643066,1580.113159,1037.646851,1.292476,5.038736,7.532605,FALSE
1631.595581,1374.785645,1019.656250,1.337390,4.199448,6.400881,FALSE
1060.740601,905.503113,471.748749,1.489057,6.527266,4.162104,FALSE
1116.706299,987.402527,472.781250,1.612398,6.808170,4.382120,FALSE
1225.587524,1124.921265,636.161255,1.680279,5.674044,4.812407,FALSE
1121.315674,1067.913696,667.441223,1.867059,4.699665,4.427509,FALSE
1098.450684,1044.324951,636.561890,1.799299,5.005220,4.328650,FALSE
%Estoy en: /projects/examen/src/../src/si/forestryFIRE3-6-17.jpg
1720.031860,1437.702515,1220.748169,0.858907,3.441221,6.744936,FALSE
1871.776245,1592.276245,1328.091919,0.975004,3.472080,7.341162,FALSE
2617.145508,1790.714355,1214.699951,0.828904,6.190104,10.263608,FALSE
3005.261963,1677.767456,992.059387,0.682295,8.037176,11.785630,FALSE
2515.696777,1314.798096,824.842529,0.575941,7.890617,9.865279,FALSE
2007.448120,1605.995605,1281.584961,0.916703,4.295295,7.872665,FALSE
2144.486328,1775.994995,1423.010010,0.979516,4.029753,8.410421,FALSE
2621.252441,1818.428711,1297.842529,0.793317,5.958826,10.278906,FALSE
3003.367432,1778.671265,1019.394348,0.764503,7.917093,11.778217,FALSE
2597.329346,1566.413086,919.718140,0.748875,7.571154,10.185826,FALSE
2332.173828,1697.338745,1246.375610,0.897387,5.438263,9.146662,FALSE
2473.419922,1699.346924,1222.007446,0.787573,5.955781,9.699879,FALSE
2489.606934,1707.171265,1236.501221,0.760601,5.948275,9.763488,FALSE
2609.561768,1573.376221,934.341858,0.739341,7.452966,10.233740,FALSE
2902.665527,1947.426880,946.751221,1.003757,8.026766,11.383236,FALSE
1501.893066,1210.646851,841.609375,1.242658,5.626713,5.898574,FALSE
2264.065674,1438.250000,936.654358,0.751811,6.730769,8.879182,FALSE
2252.349365,1392.834961,853.051270,0.770903,7.134587,8.833269,FALSE
2474.316895,1442.895630,819.809998,0.734808,7.818997,9.703459,FALSE
2484.111816,1556.029419,746.726868,0.931876,8.151419,9.742222,FALSE
1141.829346,838.940613,583.435608,2.053697,5.005874,4.610452,FALSE
1597.339966,1036.908691,722.333740,0.788202,6.220370,6.264479,FALSE
1703.386841,1113.969360,709.969360,0.882992,6.586102,6.680399,FALSE
1764.523071,1137.194336,691.500000,0.895571,6.784862,6.920620,FALSE
1251.114380,909.103149,537.583130,1.192709,6.522304,4.915842,FALSE
%Estoy en: /projects/examen/src/../src/si/happy-camp-fire.jpg
1744.432495,824.760620,61.629375,0.911286,11.500241,6.840827,FALSE
2213.671143,1473.510620,865.784973,0.901190,7.477286,8.681147,FALSE
2613.560547,1916.959961,1262.208740,0.968689,6.244368,10.249065,FALSE
2793.679932,1974.446289,1126.843750,1.017131,7.160947,10.957401,FALSE
2018.364380,1199.016846,401.941254,0.983006,9.838175,7.915522,FALSE
1696.156860,778.055603,42.475624,0.897419,11.724360,6.651444,FALSE
1961.552490,1112.233765,547.073730,0.799798,8.695405,7.692487,FALSE
2424.207520,1530.872559,786.864380,0.909614,8.111327,9.505560,FALSE
2671.541260,1644.879395,645.276855,0.985862,9.133553,10.476411,FALSE
2146.866211,1153.581909,163.456253,0.992869,11.211944,8.418827,FALSE
1241.185669,554.080627,16.492500,0.879444,11.897635,4.867517,FALSE
1813.496216,927.163147,265.682495,0.860509,10.313746,7.112257,FALSE
2156.481934,1097.793091,308.779388,0.854057,10.313537,8.458399,FALSE
2283.225098,1104.612549,117.063751,0.911847,11.382568,8.954052,FALSE
2197.865723,994.571899,4.515000,0.902570,11.977632,8.618808,FALSE
1156.850586,454.695618,125.292503,1.083243,11.301394,4.542282,FALSE
1049.245605,405.720001,32.139374,0.608870,11.720807,4.115197,FALSE
1029.974976,384.614380,16.719999,0.635299,11.801969,4.039309,FALSE
1702.375000,711.960022,9.897500,0.814332,11.926752,6.675770,FALSE
2695.808838,1272.998779,43.953125,0.925411,11.825216,10.573059,FALSE
282.246887,11.616250,13.308125,3.831708,11.686551,1.106919,FALSE
473.940002,61.825001,23.152500,1.030284,11.522434,1.858660,FALSE
748.416870,227.225006,28.037500,0.636690,11.593749,2.935012,FALSE
911.383728,335.639374,27.299376,0.867115,11.652205,3.574214,FALSE
1871.376831,849.585632,105.413750,0.887449,11.503039,7.342175,FALSE
%Estoy en: /projects/examen/src/../src/si/poltto-metsa-800-anne-tolvanen.jpg
697.896240,792.597473,836.754395,5.370994,2.848319,3.457174,FALSE
821.644348,903.051270,946.781250,5.478080,2.204816,3.849533,FALSE
1198.906250,800.886230,657.025635,1.447535,4.636827,4.717385,FALSE
1205.395020,785.489990,592.489380,1.298765,4.967600,4.744107,FALSE
850.265015,792.565613,627.154358,3.162264,4.226123,3.588077,FALSE
698.111877,723.496277,713.326904,4.374792,2.198820,3.096116,FALSE
752.698730,732.116882,711.210022,3.018183,2.051766,3.150179,FALSE
1143.971191,693.152527,520.695618,1.260962,5.122007,4.521523,FALSE
1093.718750,622.407471,433.496246,0.915179,5.711087,4.297406,FALSE
529.314392,474.385620,358.818115,2.341007,4.152748,2.183113,FALSE
902.261230,634.281860,525.420654,2.382505,3.725503,3.624418,FALSE
1454.436279,790.785645,526.114380,0.969858,6.301778,5.708365,FALSE
1870.297485,847.582520,398.291870,0.636320,8.475875,7.334683,FALSE
1680.668091,790.417480,377.304993,0.686242,8.418172,6.590875,FALSE
556.580017,447.672485,342.707489,1.541526,4.082025,2.203348,FALSE
2013.988770,998.084351,508.425629,0.728121,8.364307,7.898378,FALSE
1865.037476,966.220642,506.832489,0.663248,8.375146,7.313864,FALSE
2156.178223,1047.403809,425.363739,0.698596,9.099483,8.455787,FALSE
2207.179443,1010.598145,378.843750,0.662959,9.732532,8.655698,FALSE
1459.048096,789.406250,402.257507,0.715365,7.775803,5.722388,FALSE
1357.043091,805.468140,522.493774,1.160152,6.548923,5.337088,FALSE
1540.887451,890.434998,454.303741,0.940789,7.993673,6.060429,FALSE
1746.709961,936.609985,412.431885,0.833943,8.739050,6.851857,FALSE
2169.698730,1091.145630,445.103760,0.728521,8.954703,8.508949,FALSE
2092.510742,1063.678711,421.621887,0.805768,9.217224,8.206627,FALSE
%Se leyeron 35 imagenes
